id_denuncia,timestamp,fecha_hecho,tipo_denunciante,departamento,ciudad_localidad,referencia_lugar,url_mapa,latitud,longitud,categoria_codigo,categoria_label,subcategoria,motivo_original,descripcion_libre,recurrencia,urgencia,denuncia_previa,organismo_previo,adjunto_url,via_ingreso,fuente,año,mes,trimestre,semana_año,dia_semana,hora,mes_nombre
URY-201500183,2015-10-13,2015-10-13,,Maldonado,Piriapolis,,,-34.7913,-55.1485,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Construcción de parador en faja de defensa de costas sin autorización.,,,,,,Web,historico_2010_2019,2015,10,4,42,1,0,Oct
URY-201500182,2015-10-13,2015-10-13,,San José,Libertad,,,-34.286,-56.6406,CAT_03,Contaminación del aire,Olores,Olores,Problemas con funcionamiento de criadero de cerdos.,,,,,,Web,historico_2010_2019,2015,10,4,42,1,0,Oct
URY-201500180,2015-10-13,2015-10-13,,Florida,Paso Ancho,,,-33.8328,-55.9665,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Vertido de desechos (herbicidas) al arroyo La Virgen.,,,,,,Oficio,historico_2010_2019,2015,10,4,42,1,0,Oct
URY-201500184,2015-10-14,2015-10-14,,Canelones,Bolivar,,,-34.3708,-56.3816,CAT_09,Otro problema ambiental,Otros,Otros,"Tala de monte nativo, acopio de madera y quema de acopios de restos de tala de monte nativo.",,,,,,Teléfono,historico_2010_2019,2015,10,4,42,2,0,Oct
URY-201500181,2015-10-14,2015-10-14,,Montevideo,Punta Espinillo,,,-34.8795,-56.2829,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Actividades en faja de defensa de costas en los humedales del Santa Lucía.,,,,,,Personal,historico_2010_2019,2015,10,4,42,2,0,Oct
URY-201500187,2015-10-14,2015-10-14,,Canelones,Ciudad de la Costa,,,-34.6233,-56.2262,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Filtraciones de la pileta de tratamiento contaminan curso de agua y pozo.,,,,,,Teléfono,historico_2010_2019,2015,10,4,42,2,0,Oct
URY-201500188,2015-10-16,2015-10-16,,Canelones,La Paz,,,-34.9241,-56.0936,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Emisión de polvo por tránsito de camiones de cantera.,,,,,,Oficio,historico_2010_2019,2015,10,4,42,4,0,Oct
URY-201500185,2015-10-16,2015-10-16,,Artigas,Artigas,,,-30.3153,-56.4668,CAT_09,Otro problema ambiental,Otros,Otros,Tala de eucaliptus en Regimiento Nro.10 de Caballería.,,,,,,Teléfono,historico_2010_2019,2015,10,4,42,4,0,Oct
URY-201500186,2015-10-19,2015-10-19,,Canelones,Atlantida,,,-34.7979,-56.425,CAT_05,Residuos y basura,Residuos,Residuos,Se prende fuego los residuos sobre todo aserrín.,,,,,,Teléfono,historico_2010_2019,2015,10,4,43,0,0,Oct
URY-201500190,2015-10-20,2015-10-20,,Canelones,Las Piedras,,,-34.3613,-56.2391,CAT_09,Otro problema ambiental,Incumplimiento de autorizaciones,Incumplimiento de autorizaciones,Insatalación de feedlot.,,,,,,Web,historico_2010_2019,2015,10,4,43,1,0,Oct
URY-201500189,2015-10-20,2015-10-20,,Tacuarembó,Tacuarembo,,,-31.876,-55.8864,CAT_05,Residuos y basura,Residuos,Residuos,Retiro de residuos y disposición en sitio no autorizado.,,,,,,Personal,historico_2010_2019,2015,10,4,43,1,0,Oct
URY-201500191,2015-10-26,2015-10-26,,Colonia,Juan Lacaze,,,-34.4612,-57.785,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Suero en el arroyo sauce Ruta 1 Km 114.,,,,,,Correo electrónico,historico_2010_2019,2015,10,4,44,0,0,Oct
URY-201500193,2015-10-26,2015-10-26,,Florida,Chamizo,,,-34.2372,-56.1649,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Funcionamiento de encierro de ganado.,,,,,,Web,historico_2010_2019,2015,10,4,44,0,0,Oct
URY-201500195,2015-10-27,2015-10-27,,Río Negro,Fray Bentos,,,-32.8609,-58.5348,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Movimientos de terreno intentando rellenar la barranca.,,,,,,Web,historico_2010_2019,2015,10,4,44,1,0,Oct
URY-201500192,2015-10-27,2015-10-27,,Florida,Chamizo,,,-33.9637,-56.1665,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Funcionamiento de encierro de ganado.,,,,,,Web,historico_2010_2019,2015,10,4,44,1,0,Oct
URY-201500194,2015-10-28,2015-10-28,,Canelones,San Jose de Carrasco,,,-34.6256,-56.0653,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Vertido de combustible desde estación de Servicio.,,,,,,Teléfono,historico_2010_2019,2015,10,4,44,2,0,Oct
URY-201500196,2015-10-29,2015-10-29,,Paysandú,Paysandu,,,-32.3554,-58.0517,CAT_03,Contaminación del aire,Olores,Olores,Olores proveniente de curtiembre.,,,,,,Teléfono,historico_2010_2019,2015,10,4,44,3,0,Oct
URY-201500202,2015-11-04,2015-11-04,,Soriano,Jose Enrique Rodo,,,-33.2941,-58.2181,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Fumigaciones cercanas en curso de agua.,,,,,,Oficio,historico_2010_2019,2015,11,4,45,2,0,Nov
URY-201500201,2015-11-06,2015-11-06,,Maldonado,Piriapolis,,,-34.9307,-54.9488,CAT_01,Fauna silvestre,Fauna,Fauna,"Caza de aves con trampas, cardenales azules, copete rojo, achará.",,,,,,Web,historico_2010_2019,2015,11,4,45,4,0,Nov
URY-201500200,2015-11-06,2015-11-06,,Canelones,San Bautista,,,-34.6784,-56.2322,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,"Quema de restos de pollos y otros, olores fuertes y vertidos de cocción.",,,,,,Teléfono,historico_2010_2019,2015,11,4,45,4,0,Nov
URY-201500199,2015-11-06,2015-11-06,,San José,Ciudad del Plata,,,-34.3833,-56.9708,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Emisión excesiva de gases.,,,,,,Web,historico_2010_2019,2015,11,4,45,4,0,Nov
URY-201500198,2015-11-06,2015-11-06,,Maldonado,Manantiales,,,-34.7886,-54.9839,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Construcción en Playa Bikini.,,,,,,Web,historico_2010_2019,2015,11,4,45,4,0,Nov
URY-201500197,2015-11-06,2015-11-06,,Canelones,Cerrillos,,,-34.5063,-56.1368,CAT_09,Otro problema ambiental,Otros,Otros,Tala de monte para apertura de camino y extracción irregular de arena.,,,,,,Web,historico_2010_2019,2015,11,4,45,4,0,Nov
URY-201500203,2015-11-09,2015-11-09,,Colonia,Nueva Palmira,,,-34.4994,-57.8654,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Extracciones irregulares y construcción de rambla.,,,,,,Web,historico_2010_2019,2015,11,4,46,0,0,Nov
URY-201500204,2015-11-09,2015-11-09,,Montevideo,,,,-34.7092,-56.2723,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Emisiones desde chimenea con humo negro.,,,,,,Teléfono,historico_2010_2019,2015,11,4,46,0,0,Nov
URY-201500205,2015-11-11,2015-11-11,,Colonia,Nueva Palmira,,,-34.3476,-57.9912,CAT_03,Contaminación del aire,Olores,Olores,"Olores, agua estancada, restos de semillas y resiudos.",,,,,,Reguladora de trámite,historico_2010_2019,2015,11,4,46,2,0,Nov
URY-201500206,2015-11-11,2015-11-11,,Montevideo,Jacinto Vera,,,-35.0376,-56.0692,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Humo y olor procedente de la chimenea de la empresa.,,,,,,Teléfono,historico_2010_2019,2015,11,4,46,2,0,Nov
URY-201500207,2015-11-13,2015-11-13,,Montevideo,Montevideo,,,-35.0962,-56.0405,CAT_09,Otro problema ambiental,Otros,Otros,Compra ilegal de baterías de plomo ácido.,,,,,,Personal,historico_2010_2019,2015,11,4,46,4,0,Nov
URY-201500209,2015-11-13,2015-11-13,,Durazno,Villa del Carmen,,,-33.4852,-56.2798,CAT_09,Otro problema ambiental,Otros,Otros,Preocupación por instalación de reductora de electricidad.,,,,,,Oficio,historico_2010_2019,2015,11,4,46,4,0,Nov
URY-201500208,2015-11-17,2015-11-17,,Cerro Largo,Lago Merin,,,-32.5932,-54.0172,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Extracción de arena de la vía publica (calles 20 y1).,,,,,,Web,historico_2010_2019,2015,11,4,47,1,0,Nov
URY-201500211,2015-11-18,2015-11-18,,Montevideo,Montevideo,,,-34.8639,-56.235,CAT_09,Otro problema ambiental,Otros,Otros,Vertido a la calle de efluentes de lavado de motores de locomotoras.,,,,,,Personal,historico_2010_2019,2015,11,4,47,2,0,Nov
URY-201500241,2015-11-18,2015-11-18,,Canelones,San Jacinto,,,-34.5918,-56.6029,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Problemas por funcionamiento de criadero de chanchos.,,,,,,Web,historico_2010_2019,2015,11,4,47,2,0,Nov
URY-201500210,2015-11-19,2015-11-19,,Canelones,Parque de Solymar,,,-34.4715,-56.486,CAT_01,Fauna silvestre,Fauna,Fauna,Venta de cardenales cocotillas y tortugas.,,,,,,Web,historico_2010_2019,2015,11,4,47,3,0,Nov
URY-201500212,2015-11-20,2015-11-20,,Tacuarembó,,,,-31.8203,-56.1355,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Extracción de minerales para construccion de puente.,,,,,,Web,historico_2010_2019,2015,11,4,47,4,0,Nov
URY-201500213,2015-11-24,2015-11-24,,Colonia,Playa Calabres,,,-34.1961,-57.9755,CAT_05,Residuos y basura,Residuos,Residuos,"Tala de árboles, incendios, extracción de arena.",,,,,,Web,historico_2010_2019,2015,11,4,48,1,0,Nov
URY-201500216,2015-11-25,2015-11-25,,Maldonado,Jose Ignacio,,,-34.8459,-55.008,CAT_09,Otro problema ambiental,Otros,Otros,Fraccionamiento laguna escondida.,,,,,,Personal,historico_2010_2019,2015,11,4,48,2,0,Nov
URY-201500215,2015-11-25,2015-11-25,,Colonia,Colonia del Sacramento,,,-34.2059,-57.9976,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Rotura del emisario de OSE; zona franca de Colonia.,,,,,,Web,historico_2010_2019,2015,11,4,48,2,0,Nov
URY-201500217,2015-11-26,2015-11-26,,Artigas,,,,-30.3676,-56.4763,CAT_01,Fauna silvestre,Fauna,Fauna,Caza indebida-redes sociales.,,,,,,Web,historico_2010_2019,2015,11,4,48,3,0,Nov
URY-201500220,2015-11-26,2015-11-26,,Flores,Trinidad,,,-33.5411,-56.9962,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,lavado de camiones en cañada.,,,,,,Web,historico_2010_2019,2015,11,4,48,3,0,Nov
URY-201500218,2015-11-26,2015-11-26,,Soriano,Mercedes,,,-33.3853,-58.0056,CAT_01,Fauna silvestre,Fauna,Fauna,Caza indebida-redes sociales.,,,,,,Web,historico_2010_2019,2015,11,4,48,3,0,Nov
URY-201500219,2015-11-27,2015-11-27,,Colonia,Rosario,,,-34.3463,-57.7816,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Obras de destrozo en barranca de puerto Rosario.,,,,,,Personal,historico_2010_2019,2015,11,4,48,4,0,Nov
URY-201500223,2015-11-30,2015-11-30,,Colonia,Colonia del Sacramento,,,-34.4213,-57.9175,CAT_05,Residuos y basura,Envases de plaguicidas,Envases de plaguicidas,Procesamiento bidones agroquímicos.,,,,,,Personal,historico_2010_2019,2015,11,4,49,0,0,Nov
URY-201500222,2015-11-30,2015-11-30,,Artigas,Bella Union,,,-30.5018,-56.3931,CAT_05,Residuos y basura,Residuos,Residuos,"Proceso de deterioro, se corta cadena de frío vegetales congelados.",,,,,,Web,historico_2010_2019,2015,11,4,49,0,0,Nov
URY-201500221,2015-11-30,2015-11-30,,Maldonado,Laguna del Sauce,,,-34.6422,-54.827,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Sustancia aceitosa en la laguna.,,,,,,Web,historico_2010_2019,2015,11,4,49,0,0,Nov
URY-201500225,2015-12-02,2015-12-02,,Canelones,Paso del Sordo,,,-34.4753,-56.3925,CAT_09,Otro problema ambiental,Incumplimiento de autorizaciones,Incumplimiento de autorizaciones,Intervención en la ribera del rio Santa Lucía.,,,,,,Web,historico_2010_2019,2015,12,4,49,2,0,Dec
URY-201500224,2015-12-02,2015-12-02,,Colonia,Colonia del Sacramento,,,-34.096,-57.9626,CAT_09,Otro problema ambiental,Otros,Otros,Realojo de asentamiento sobre ex basurero municipal.,,,,,,,historico_2010_2019,2015,12,4,49,2,0,Dec
URY-201500214,2015-12-02,2015-12-02,,Colonia,Colonia del Sacramento,,,-34.4618,-57.8872,CAT_09,Otro problema ambiental,Otros,Otros,Relleno de bañados para construcción.,,,,,,Personal,historico_2010_2019,2015,12,4,49,2,0,Dec
URY-201500227,2015-12-04,2015-12-04,,Montevideo,Montevideo,,,-34.7521,-56.0792,CAT_07,Contaminación sonora,Ruido,Ruido,Ruidos molestos; polvo residuos; olores generados.,,,,,,Personal,historico_2010_2019,2015,12,4,49,4,0,Dec
URY-201500226,2015-12-04,2015-12-04,,San José,Ciudad del Plata y San José de Mayo,,,-34.1771,-56.8025,CAT_05,Residuos y basura,Residuos,Residuos,Informes sobre estado de vertederos y multas aplicadas.,,,,,,Personal,historico_2010_2019,2015,12,4,49,4,0,Dec
URY-201500228,2015-12-07,2015-12-07,,Rocha,Parque Santa Teresa,,,-34.4227,-54.348,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Construcción de cabaña de madera en la playa delante del médano.,,,,,,Web,historico_2010_2019,2015,12,4,50,0,0,Dec
URY-201500234,2015-12-14,2015-12-14,,Maldonado,Jose Ignacio,,,-34.9964,-54.9282,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,"Vertido de tambo, contaminación de cuerpo de agua, cañada próxima a vertedero.",,,,,,Web,historico_2010_2019,2015,12,4,51,0,0,Dec
URY-201500229,2015-12-15,2015-12-15,,Maldonado,Rincon de Jose Ignacio,,,-34.8215,-54.5896,CAT_03,Contaminación del aire,Olores,Olores,Cañada próxima a vertedero.,,,,,,Web,historico_2010_2019,2015,12,4,51,1,0,Dec
URY-201500237,2015-12-15,2015-12-15,,Maldonado,Rincon de Jose Ignacio,,,-35.0033,-55.0002,CAT_03,Contaminación del aire,Olores,Olores,Cañada próxima a vertedero.,,,,,,Web,historico_2010_2019,2015,12,4,51,1,0,Dec
URY-201500232,2015-12-16,2015-12-16,,Montevideo,Montevideo,,,-34.6899,-56.159,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Denuncia de olores fuertes en Nuevo París.,,,,,,Web,historico_2010_2019,2015,12,4,51,2,0,Dec
URY-201500239,2015-12-16,2015-12-16,,Florida,Isla Mala ,,,-34.3016,-56.1491,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Vuelca de desechos de tambo.,,,,,,Web,historico_2010_2019,2015,12,4,51,2,0,Dec
URY-201500238,2015-12-16,2015-12-16,,Rocha,Punta Rubia,,,-34.5953,-54.377,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Container en faja defensa de costas.,,,,,,Web,historico_2010_2019,2015,12,4,51,2,0,Dec
URY-201500231,2015-12-16,2015-12-16,,Florida,Isla Mala ,,,-34.0364,-56.2071,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Vuelca de desechos de tambo.,,,,,,Web,historico_2010_2019,2015,12,4,51,2,0,Dec
URY-201500230,2015-12-16,2015-12-16,,Rocha,Punta Rubia,,,-34.4648,-54.5017,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Container en faja defensa de costas.,,,,,,Web,historico_2010_2019,2015,12,4,51,2,0,Dec
URY-201600022,2015-12-18,2015-12-18,,Colonia,Rosario ,,,-34.4656,-57.993,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Vertido de piletas al río; olores.,,,,,,Personal,historico_2010_2019,2015,12,4,51,4,0,Dec
URY-201500235,2015-12-21,2015-12-21,,San José,Cagancha,,,-34.29,-57.0337,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,Web,historico_2010_2019,2015,12,4,52,0,0,Dec
URY-201500233,2015-12-22,2015-12-22,,Colonia,Polancos,,,-34.6696,-57.9844,CAT_05,Residuos y basura,Residuos,Residuos,Basurero municipal de la localidad de Polancos instalado en propiedad privada.,,,,,,Personal,historico_2010_2019,2015,12,4,52,1,0,Dec
URY-201600002,2015-12-23,2015-12-23,,Canelones,Cuchilla de la Sierra,,,-34.5834,-56.1573,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Polvo producido por el tránsito de camiones en con Perugorria.,,,,,,Web,historico_2010_2019,2015,12,4,52,2,0,Dec
URY-201500236,2015-12-28,2015-12-28,,Canelones,Parque Miramar,,,-34.2338,-56.1528,CAT_09,Otro problema ambiental,Otros,Otros,Solicitan ver Exp.,,,,,,Personal,historico_2010_2019,2015,12,4,53,0,0,Dec
URY-201600007,2015-12-28,2015-12-28,,Maldonado,Punta Ballena,,,-34.8307,-54.9033,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Incumplimiento de areneras.,,,,,,Web,historico_2010_2019,2015,12,4,53,0,0,Dec
URY-201600005,2015-12-28,2015-12-28,,San José,Libertad,,,-34.348,-56.9583,CAT_05,Residuos y basura,Residuos,Residuos,Residuos orgánicos en camiones sin ser sacados de los galpones.,,,,,,Web,historico_2010_2019,2015,12,4,53,0,0,Dec
URY-201600006,2015-12-30,2015-12-30,,Canelones,Pando,,,-34.5483,-56.5041,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,"Quema de goma, olor insoportable.",,,,,,Teléfono,historico_2010_2019,2015,12,4,53,2,0,Dec
URY-201600009,2016-01-02,2016-01-02,,Montevideo,Nuevo París,,,-34.8744,-56.3686,CAT_03,Contaminación del aire,Olores,Olores,Vertido de un líquido de color rojo además de olores fuertes.,,,,,,Web,historico_2010_2019,2016,1,1,53,5,0,Jan
URY-201600001,2016-01-04,2016-01-04,,Canelones,Con Carambula y Aº Colorado,,,-34.7333,-56.3844,CAT_05,Residuos y basura,Residuos,Residuos,Alimentación de cerdos con sangre y restos vacunos.,,,,,,Personal,historico_2010_2019,2016,1,1,1,0,0,Jan
URY-201600003,2016-01-04,2016-01-04,,Canelones,Las Brujas,,,-34.6706,-56.1709,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,"Construcción de un canal sobre el Río Santa Lucía, JUICIO DE EMBARGO 27/07/2016.",,,,,,Personal,historico_2010_2019,2016,1,1,1,0,0,Jan
URY-201600004,2016-01-07,2016-01-07,,Salto,Salto,,,-31.3349,-57.7663,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Derrame de hidrocarburos a la vía publica que llega hasta el río.,,,,,,Personal,historico_2010_2019,2016,1,1,1,3,0,Jan
URY-201600012,2016-01-07,2016-01-07,,Canelones,Pando,,,-34.3465,-56.1652,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Consulta sobre situación de Arroyo del Sauce.,,,,,,Web,historico_2010_2019,2016,1,1,1,3,0,Jan
URY-201600015,2016-01-08,2016-01-08,,Montevideo,Montevideo,,,-34.7146,-56.1133,CAT_05,Residuos y basura,Residuos,Residuos,"Quema de residuos, olores fuertes.",,,,,,Web,historico_2010_2019,2016,1,1,1,4,0,Jan
URY-201600011,2016-01-08,2016-01-08,,Colonia,Juan Lacaze,,,-34.4847,-57.97,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Vertidos de sustancias en cuerpo de agua en aguas del Río de la Plata.,,,,,,Correo electrónico,historico_2010_2019,2016,1,1,1,4,0,Jan
URY-201600010,2016-01-08,2016-01-08,,Canelones,San Ramon ,,,-34.408,-56.3928,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Planta láctea desagua agua presuntamente contaminada en el Río Santa Lucía.,,,,,,Teléfono,historico_2010_2019,2016,1,1,1,4,0,Jan
URY-201600019,2016-01-11,2016-01-11,,Montevideo,Montevideo,,,-34.6857,-56.1803,CAT_05,Residuos y basura,Residuos,Residuos,Residuos.,,,,,,Web,historico_2010_2019,2016,1,1,2,0,0,Jan
URY-201600016,2016-01-11,2016-01-11,,Lavalleja,Minas,,,-34.3883,-55.4946,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Cañerías que derivan aguas contaminadas por desechos humanos al río Santa Lucía.,,,,,,Web,historico_2010_2019,2016,1,1,2,0,0,Jan
URY-201600013,2016-01-11,2016-01-11,,Maldonado,Sauce de Portezuelo ,,,-34.99,-54.9233,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Vivienda construida en faja defensa de costas.,,,,,,Web,historico_2010_2019,2016,1,1,2,0,0,Jan
URY-201600008,2016-01-13,2016-01-13,,Maldonado,Piriapolis,,,-35.0621,-55.15,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Construcción de calle de acceso a la faja costera.,,,,,,Personal,historico_2010_2019,2016,1,1,2,2,0,Jan
URY-201600017,2016-01-13,2016-01-13,,San José,San Jose de Mayo,,,-34.4428,-56.4779,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,"Contaminación al cuerpo de agua arroyo Mayada de algun supuesto ""vertido"".",,,,,,Web,historico_2010_2019,2016,1,1,2,2,0,Jan
URY-201600018,2016-01-13,2016-01-13,,Colonia,Carmelo,,,-34.4723,-57.6495,CAT_03,Contaminación del aire,Olores,Olores,Olores insoportables.,,,,,,Web,historico_2010_2019,2016,1,1,2,2,0,Jan
URY-201600014,2016-01-13,2016-01-13,,Montevideo,Montevideo,,,-34.9073,-56.2298,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Chimenea contaminante; hollín en el aire.,,,,,,Correo electrónico,historico_2010_2019,2016,1,1,2,2,0,Jan
URY-201600020,2016-01-14,2016-01-14,,Montevideo,Montevideo,,,-34.8901,-56.2297,CAT_09,Otro problema ambiental,Incumplimiento de autorizaciones,Incumplimiento de autorizaciones,Empresa opera sin contar con AAO vigente.,,,,,,Personal,historico_2010_2019,2016,1,1,2,3,0,Jan
URY-201600021,2016-01-22,2016-01-22,,San José,San Jose de Mayo,,,-34.5143,-56.6725,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Piletas de decantación de OSE vierten efluentes sin tratar hacia una cañada que es afluente del Arroyo Cagancha.,,,,,,Teléfono,historico_2010_2019,2016,1,1,3,4,0,Jan
URY-201600024,2016-01-27,2016-01-27,,Canelones,San Jacinto ,,,-34.6813,-56.4185,CAT_03,Contaminación del aire,Olores,Olores,       ,,,,,,Web,historico_2010_2019,2016,1,1,4,2,0,Jan
URY-201600023,2016-01-27,2016-01-27,,Canelones,Suarez ,,,-34.4926,-56.0879,CAT_05,Residuos y basura,Residuos,Residuos,Esparcimiento de EPS.,,,,,,Web,historico_2010_2019,2016,1,1,4,2,0,Jan
URY-201600025,2016-01-28,2016-01-28,,Canelones,San Jacinto ,,,-34.7643,-56.0404,CAT_03,Contaminación del aire,Olores,Olores,Riego de huerta con agua de pozo.,,,,,,Personal,historico_2010_2019,2016,1,1,4,3,0,Jan
URY-201600026,2016-02-02,2016-02-02,,Canelones,Laguna del Cisne,,,-34.5625,-56.1883,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Fumigación incumpliendo cautelares.,,,,,,Personal,historico_2010_2019,2016,2,1,5,1,0,Feb
URY-201600055,2016-02-03,2016-02-03,,Colonia,Colonia del Sacramento,,,-34.3517,-57.8971,CAT_09,Otro problema ambiental,Incumplimiento de autorizaciones,Incumplimiento de autorizaciones,Emprendimiento turístico sin atorización.,,,,,,Web,historico_2010_2019,2016,2,1,5,2,0,Feb
URY-201600027,2016-02-05,2016-02-05,,Canelones,Las piedras,,,-34.4488,-56.3838,CAT_05,Residuos y basura,Residuos,Residuos,Incumplimineto de normativa medioambiental aplicable al TRSC.,,,,,,Personal,historico_2010_2019,2016,2,1,5,4,0,Feb
URY-201600031,2016-02-11,2016-02-11,,Canelones,El Pinar,,,-34.2283,-56.2331,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Extracción de arena en camiones.,,,,,,Web,historico_2010_2019,2016,2,1,6,3,0,Feb
URY-201600030,2016-02-11,2016-02-11,,Canelones,La Paz,,,-34.5909,-56.4787,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Vertido de efluentes a la calle.,,,,,,Teléfono,historico_2010_2019,2016,2,1,6,3,0,Feb
URY-201600029,2016-02-11,2016-02-11,,Canelones,Santa Lucia,,,-34.7471,-56.2999,CAT_09,Otro problema ambiental,Otros,Otros,Corta de monte nativo.,,,,,,Personal,historico_2010_2019,2016,2,1,6,3,0,Feb
URY-201600028,2016-02-11,2016-02-11,,Canelones,Ruta 62 km. 51.700,,,-34.3887,-56.6104,CAT_09,Otro problema ambiental,Otros,Otros,Fumigación incumpliendo normativa.,,,,,,Personal,historico_2010_2019,2016,2,1,6,3,0,Feb
URY-201600035,2016-02-12,2016-02-12,,Canelones,Atlantida ,,,-34.6904,-56.0143,CAT_09,Otro problema ambiental,Otros,Otros,Tala y alteración de cuerpo de agua.,,,,,,Personal,historico_2010_2019,2016,2,1,6,4,0,Feb
URY-201600034,2016-02-15,2016-02-15,,Canelones,Barra de Carrasco ,,,-34.4528,-56.3069,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Tala de árboles y construcción de cancha de fútbol en pasaje a la playa.,,,,,,Personal,historico_2010_2019,2016,2,1,7,0,0,Feb
URY-201600033,2016-02-15,2016-02-15,,Colonia,Colonia del Sacramento,,,-34.788,-57.6947,CAT_05,Residuos y basura,Residuos,Residuos,Acumulación de envases de agroquímicos en predios rurales y quema.,,,,,,Personal,historico_2010_2019,2016,2,1,7,0,0,Feb
URY-201600032,2016-02-15,2016-02-15,,Artigas,Bella Union ,,,-30.4555,-56.5595,CAT_09,Otro problema ambiental,Otros,Otros,Aguas servidas por falta de saneamiento en Bella Unión.,,,,,,Personal,historico_2010_2019,2016,2,1,7,0,0,Feb
URY-201600037,2016-02-15,2016-02-15,,Cerro Largo,Lago Merín ,,,-32.6032,-54.2685,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Extracción de arena en Lago Merín.,,,,,,Personal,historico_2010_2019,2016,2,1,7,0,0,Feb
URY-201600036,2016-02-15,2016-02-15,,Colonia,Polancos,,,-34.4806,-57.7296,CAT_05,Residuos y basura,Residuos,Residuos,Supuesto vertido de residuos en vertedero clausurado.,,,,,,Personal,historico_2010_2019,2016,2,1,7,0,0,Feb
URY-201600038,2016-02-18,2016-02-18,,Canelones,Pinamar ,,,-34.4671,-56.2292,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Depósito de alquitrán y áridos en rambla costera entre Pinamar y Salinas. ,,,,,,Web,historico_2010_2019,2016,2,1,7,3,0,Feb
URY-201600040,2016-02-19,2016-02-19,,Canelones,Pinar,,,-34.5872,-55.9868,CAT_09,Otro problema ambiental,Otros,Otros,Contrabando de piedras semipreciosas; narcotráfico.,,,,,,Web,historico_2010_2019,2016,2,1,7,4,0,Feb
